Season,Match_ID,Match_Name,League_Stage,Year,Venue,Match_Outcome,Start_Date,End_Date,Result,Winning Margin,team_score_1,team_score_2,team_name_1,team_id_1,team_name_2,team_id_2
1,47,Match 47,League,2014,Sawai Mansingh Stadium,Jaipur Pink Panthers beat Dabang Delhi (41 - 31),08/22/2014T5:30:00TAM,08/22/2014T5:30:00TAM,,10,41,31,Jaipur Pink Panthers,3,Dabang Delhi,2
1,48,Match 48,League,2014,Sawai Mansingh Stadium,Telugu Titans beat Patna Pirates (32 - 29),08/23/2014T5:30:00TAM,08/23/2014T5:30:00TAM,,3,29,32,Patna Pirates,6,Telugu Titans,8
1,49,Match 49,League,2014,Sawai Mansingh Stadium,Jaipur Pink Panthers beat Puneri Paltan (33 - 27),08/23/2014T5:30:00TAM,08/23/2014T5:30:00TAM,,6,33,27,Jaipur Pink Panthers,3,Puneri Paltan,7
1,50,Match 50,League,2014,Kanteerava Indoor Stadium,Bengaluru Bulls beat Bengal Warriors (37 - 24),08/24/2014T5:30:00TAM,08/24/2014T5:30:00TAM,,13,37,24,Bengaluru Bulls,1,Bengal Warriors,4
1,51,Match 51,League,2014,Kanteerava Indoor Stadium,U Mumba beat Dabang Delhi (37 - 30),08/24/2014T5:30:00TAM,08/24/2014T5:30:00TAM,,7,37,30,U Mumba,5,Dabang Delhi,2
1,52,Match 52,League,2014,Kanteerava Indoor Stadium,Dabang Delhi beat Puneri Paltan (45 - 22),08/25/2014T5:30:00TAM,08/25/2014T5:30:00TAM,,23,45,22,Dabang Delhi,2,Puneri Paltan,7
1,53,Match 53,League,2014,Kanteerava Indoor Stadium,Patna Pirates beat Bengaluru Bulls (33 - 31),08/25/2014T5:30:00TAM,08/25/2014T5:30:00TAM,,2,31,33,Bengaluru Bulls,1,Patna Pirates,6
1,54,Match 54,League,2014,Kanteerava Indoor Stadium,Bengaluru Bulls beat Telugu Titans (27 - 26),08/26/2014T5:30:00TAM,08/26/2014T5:30:00TAM,,1,27,26,Bengaluru Bulls,1,Telugu Titans,8
1,55,Match 55,League,2014,Kanteerava Indoor Stadium,U Mumba beat Puneri Paltan (36 - 35),08/27/2014T5:30:00TAM,08/27/2014T5:30:00TAM,,1,35,36,Puneri Paltan,7,U Mumba,5
1,56,Match 56,League,2014,Kanteerava Indoor Stadium,Bengaluru Bulls beat Jaipur Pink Panthers (30 - 29),08/27/2014T5:30:00TAM,08/27/2014T5:30:00TAM,,1,30,29,Bengaluru Bulls,1,Jaipur Pink Panthers,3
1,57,Semi-Final 1,Semi Final,2014,"Dome,Nsci,Svp Stadium,Mumbai",Jaipur Pink Panthers beat Patna Pirates (38 - 18),08/29/2014T5:30:00TAM,08/29/2014T5:30:00TAM,,20,38,18,Jaipur Pink Panthers,3,Patna Pirates,6
1,58,Semi-Final 2,Semi Final,2014,"Dome,Nsci,Svp Stadium,Mumbai",U Mumba beat Bengaluru Bulls (27 - 23),08/29/2014T5:30:00TAM,08/29/2014T5:30:00TAM,,4,27,23,U Mumba,5,Bengaluru Bulls,1
1,59,3rd Place Playoff,Super Playoffs,2014,"Dome,Nsci,Svp Stadium,Mumbai",Patna Pirates beat Bengaluru Bulls (29 - 22),08/31/2014T5:30:00TAM,08/31/2014T5:30:00TAM,,7,29,22,Patna Pirates,6,Bengaluru Bulls,1
1,60,Final,Final,2014,"Dome,Nsci,Svp Stadium,Mumbai",Jaipur Pink Panthers beat U Mumba (35 - 24),08/31/2014T5:30:00TAM,08/31/2014T5:30:00TAM,,11,35,24,Jaipur Pink Panthers,3,U Mumba,5
2,62,Match 1,League,2015,"Dome,Nsci,Svp Stadium,Mumbai",U Mumba beat Jaipur Pink Panthers (29-28),07/18/2015T8:00:00TPM,07/18/2015T8:00:00TPM,W,1,29,28,U Mumba,5,Jaipur Pink Panthers,3
2,63,Match 2,League,2015,"Dome,Nsci,Svp Stadium,Mumbai",Bengaluru Bulls beat Bengal Warriors (33-25),07/18/2015T9:00:00TPM,07/18/2015T9:00:00TPM,W,8,33,25,Bengaluru Bulls,1,Bengal Warriors,4
2,64,Match 3,League,2015,"Dome,Nsci,Svp Stadium,Mumbai",Telugu Titans beat Dabang Delhi (36-27),07/19/2015T8:00:00TPM,07/19/2015T8:00:00TPM,W,9,36,27,Telugu Titans,8,Dabang Delhi,2
2,65,Match 4,League,2015,"Dome,Nsci,Svp Stadium,Mumbai",U Mumba beat Bengaluru Bulls (36-23),07/19/2015T9:00:00TPM,07/19/2015T9:00:00TPM,W,13,36,23,U Mumba,5,Bengaluru Bulls,1
2,66,Match 5,League,2015,"Dome,Nsci,Svp Stadium,Mumbai",Telugu Titans beat Puneri Paltan (45-24),07/20/2015T8:00:00TPM,07/20/2015T8:00:00TPM,W,21,24,45,Puneri Paltan,7,Telugu Titans,8
2,67,Match 6,League,2015,"Dome,Nsci,Svp Stadium,Mumbai",U Mumba beat Patna Pirates (25-20),07/20/2015T9:00:00TPM,07/20/2015T9:00:00TPM,W,5,25,20,U Mumba,5,Patna Pirates,6
2,68,Match 7,League,2015,"Dome,Nsci,Svp Stadium,Mumbai",U Mumba beat Puneri Paltan (28-21),07/21/2015T8:00:00TPM,07/21/2015T8:00:00TPM,W,7,28,21,U Mumba,5,Puneri Paltan,7
2,69,Match 8,League,2015,Netaji Indoor Stadium,Bengal Warriors beat Jaipur Pink Panthers (28-26),07/22/2015T8:00:00TPM,07/22/2015T8:00:00TPM,W,2,28,26,Bengal Warriors,4,Jaipur Pink Panthers,3
2,70,Match 9,League,2015,Netaji Indoor Stadium,Bengaluru Bulls beat Patna Pirates (31-26),07/22/2015T9:00:00TPM,07/22/2015T9:00:00TPM,W,5,31,26,Bengaluru Bulls,1,Patna Pirates,6
2,71,Match 10,League,2015,Netaji Indoor Stadium,Telugu Titans beat Bengal Warriors (32-30),07/23/2015T8:00:00TPM,07/23/2015T8:00:00TPM,W,2,30,32,Bengal Warriors,4,Telugu Titans,8
2,72,Match 11,League,2015,Netaji Indoor Stadium,Dabang Delhi beat Puneri Paltan (38-37),07/24/2015T8:00:00TPM,07/24/2015T8:00:00TPM,W,1,38,37,Dabang Delhi,2,Puneri Paltan,7
2,73,Match 12,League,2015,Netaji Indoor Stadium,U Mumba beat Bengal Warriors (29-25),07/24/2015T9:00:00TPM,07/24/2015T9:00:00TPM,W,4,25,29,Bengal Warriors,4,U Mumba,5
2,74,Match 13,League,2015,Netaji Indoor Stadium,Bengaluru Bulls beat Puneri Paltan (31-26),07/25/2015T8:00:00TPM,07/25/2015T8:00:00TPM,W,5,31,26,Bengaluru Bulls,1,Puneri Paltan,7
2,75,Match 14,League,2015,Netaji Indoor Stadium,Dabang Delhi beat Bengal Warriors (32-21),07/25/2015T9:00:00TPM,07/25/2015T9:00:00TPM,W,11,21,32,Bengal Warriors,4,Dabang Delhi,2
2,76,Match 15,League,2015,Sawai Mansingh Stadium,Patna Pirates beat Jaipur Pink Panthers (29-23),07/26/2015T8:00:00TPM,07/26/2015T8:00:00TPM,W,6,23,29,Jaipur Pink Panthers,3,Patna Pirates,6
2,77,Match 16,League,2015,Sawai Mansingh Stadium,U Mumba beat Telugu Titans (27-26),07/26/2015T9:00:00TPM,07/26/2015T9:00:00TPM,W,1,26,27,Telugu Titans,8,U Mumba,5
2,78,Match 17,League,2015,Sawai Mansingh Stadium,Bengaluru Bulls beat Dabang Delhi (33-18),07/27/2015T8:00:00TPM,07/27/2015T8:00:00TPM,W,15,18,33,Dabang Delhi,2,Bengaluru Bulls,1
2,79,Match 18,League,2015,Sawai Mansingh Stadium,Telugu Titans beat Jaipur Pink Panthers (33-22),07/27/2015T9:00:00TPM,07/27/2015T9:00:00TPM,W,11,22,33,Jaipur Pink Panthers,3,Telugu Titans,8
2,80,Match 19,League,2015,Sawai Mansingh Stadium,Jaipur Pink Panthers beat Bengaluru Bulls (36-23),07/28/2015T8:00:00TPM,07/28/2015T8:00:00TPM,W,13,36,23,Jaipur Pink Panthers,3,Bengaluru Bulls,1
2,81,Match 20,League,2015,Sawai Mansingh Stadium,Puneri Paltan beat Bengal Warriors (33-29),07/29/2015T8:00:00TPM,07/29/2015T8:00:00TPM,W,4,33,29,Puneri Paltan,7,Bengal Warriors,4
2,82,Match 21,League,2015,Sawai Mansingh Stadium,Dabang Delhi beat Jaipur Pink Panthers (35-27),07/29/2015T9:00:00TPM,07/29/2015T9:00:00TPM,W,8,27,35,Jaipur Pink Panthers,3,Dabang Delhi,2
2,83,Match 22,League,2015,Patliputra Indoor Stadium,Telugu Titans beat Patna Pirates (34-22),07/30/2015T8:00:00TPM,07/30/2015T8:00:00TPM,W,12,22,34,Patna Pirates,6,Telugu Titans,8
2,84,Match 23,League,2015,Patliputra Indoor Stadium,Bengaluru Bulls beat Telugu Titans (35-21),07/31/2015T8:00:00TPM,07/31/2015T8:00:00TPM,W,14,21,35,Telugu Titans,8,Bengaluru Bulls,1
2,85,Match 24,League,2015,Patliputra Indoor Stadium,Patna Pirates beat Dabang Delhi (39-22),07/31/2015T9:00:00TPM,07/31/2015T9:00:00TPM,W,17,39,22,Patna Pirates,6,Dabang Delhi,2
2,86,Match 25,League,2015,Patliputra Indoor Stadium,U Mumba beat Dabang Delhi (27-22),08/01/2015T8:00:00TPM,08/01/2015T8:00:00TPM,W,5,22,27,Dabang Delhi,2,U Mumba,5
2,87,Match 26,League,2015,Patliputra Indoor Stadium,Patna Pirates beat Puneri Paltan (32-28),08/01/2015T9:00:00TPM,08/01/2015T9:00:00TPM,W,4,32,28,Patna Pirates,6,Puneri Paltan,7
2,88,Match 27,League,2015,Patliputra Indoor Stadium,Jaipur Pink Panthers beat Puneri Paltan (35-29),08/02/2015T8:00:00TPM,08/02/2015T8:00:00TPM,W,6,29,35,Puneri Paltan,7,Jaipur Pink Panthers,3
2,89,Match 28,League,2015,Patliputra Indoor Stadium,Match Tied,08/02/2015T9:00:00TPM,08/02/2015T9:00:00TPM,Tied,0,20,20,Patna Pirates,6,Bengal Warriors,4
2,90,Match 29,League,2015,Gachibowli Indoor Stadium,Match Tied,08/04/2015T8:00:00TPM,08/04/2015T8:00:00TPM,Tied,0,39,39,Telugu Titans,8,Jaipur Pink Panthers,3
2,91,Match 30,League,2015,Gachibowli Indoor Stadium,U Mumba beat Dabang Delhi (29-25),08/04/2015T9:00:00TPM,08/04/2015T9:00:00TPM,W,4,29,25,U Mumba,5,Dabang Delhi,2
2,92,Match 31,League,2015,Gachibowli Indoor Stadium,Telugu Titans beat Bengal Warriors (44-28),08/05/2015T8:00:00TPM,08/05/2015T8:00:00TPM,W,16,44,28,Telugu Titans,8,Bengal Warriors,4
2,93,Match 32,League,2015,Gachibowli Indoor Stadium,Bengaluru Bulls beat Bengal Warriors (33-22),08/06/2015T8:00:00TPM,08/06/2015T8:00:00TPM,W,11,22,33,Bengal Warriors,4,Bengaluru Bulls,1
2,94,Match 33,League,2015,Gachibowli Indoor Stadium,Telugu Titans beat Patna Pirates (54-32),08/06/2015T9:00:00TPM,08/06/2015T9:00:00TPM,W,22,54,32,Telugu Titans,8,Patna Pirates,6
2,95,Match 34,League,2015,Gachibowli Indoor Stadium,Jaipur Pink Panthers beat U Mumba (35-25),08/07/2015T8:00:00TPM,08/07/2015T8:00:00TPM,W,10,35,25,Jaipur Pink Panthers,3,U Mumba,5
2,96,Match 35,League,2015,Gachibowli Indoor Stadium,Match Tied,08/07/2015T9:00:00TPM,08/07/2015T9:00:00TPM,Tied,0,29,29,Telugu Titans,8,Puneri Paltan,7
2,97,Match 36,League,2015,Thyagaraj Indoor Stadium,Bengal Warriors beat Dabang Delhi (20-17),08/08/2015T8:00:00TPM,08/08/2015T8:00:00TPM,W,3,17,20,Dabang Delhi,2,Bengal Warriors,4
2,98,Match 37,League,2015,Thyagaraj Indoor Stadium,Patna Pirates beat Bengaluru Bulls (30-28),08/08/2015T9:00:00TPM,08/08/2015T9:00:00TPM,W,2,30,28,Patna Pirates,6,Bengaluru Bulls,1
2,99,Match 38,League,2015,Thyagaraj Indoor Stadium,U Mumba beat Bengal Warriors (31-17),08/09/2015T8:00:00TPM,08/09/2015T8:00:00TPM,W,14,31,17,U Mumba,5,Bengal Warriors,4
2,100,Match 39,League,2015,Thyagaraj Indoor Stadium,Dabang Delhi beat Patna Pirates (45-26),08/09/2015T9:00:00TPM,08/09/2015T9:00:00TPM,W,19,45,26,Dabang Delhi,2,Patna Pirates,6
2,101,Match 40,League,2015,Thyagaraj Indoor Stadium,Jaipur Pink Panthers beat Dabang Delhi (51-21),08/10/2015T8:00:00TPM,08/10/2015T8:00:00TPM,W,30,21,51,Dabang Delhi,2,Jaipur Pink Panthers,3
2,102,Match 41,League,2015,Thyagaraj Indoor Stadium,Jaipur Pink Panthers beat Puneri Paltan (31-18),08/11/2015T8:00:00TPM,08/11/2015T8:00:00TPM,W,13,31,18,Jaipur Pink Panthers,3,Puneri Paltan,7
2,103,Match 42,League,2015,Thyagaraj Indoor Stadium,Match Tied,08/11/2015T9:00:00TPM,08/11/2015T9:00:00TPM,Tied,0,45,45,Dabang Delhi,2,Telugu Titans,8
2,104,Match 43,League,2015,Kanteerava Indoor Stadium,U Mumba beat Bengaluru Bulls (36-29),08/12/2015T8:00:00TPM,08/12/2015T8:00:00TPM,W,7,29,36,Bengaluru Bulls,1,U Mumba,5
2,105,Match 44,League,2015,Kanteerava Indoor Stadium,Bengal Warriors beat Puneri Paltan (31-28),08/13/2015T8:00:00TPM,08/13/2015T8:00:00TPM,W,3,31,28,Bengal Warriors,4,Puneri Paltan,7
2,106,Match 45,League,2015,Kanteerava Indoor Stadium,Jaipur Pink Panthers beat Bengaluru Bulls (27-25),08/13/2015T9:00:00TPM,08/13/2015T9:00:00TPM,W,2,25,27,Bengaluru Bulls,1,Jaipur Pink Panthers,3
2,107,Match 46,League,2015,Kanteerava Indoor Stadium,Patna Pirates beat Bengal Warriors (34-32),08/14/2015T8:00:00TPM,08/14/2015T8:00:00TPM,W,2,32,34,Bengal Warriors,4,Patna Pirates,6
2,108,Match 47,League,2015,Kanteerava Indoor Stadium,Bengaluru Bulls beat Dabang Delhi (40-21),08/14/2015T9:00:00TPM,08/14/2015T9:00:00TPM,W,19,40,21,Bengaluru Bulls,1,Dabang Delhi,2
2,109,Match 48,League,2015,Kanteerava Indoor Stadium,U Mumba beat Patna Pirates (32-27),08/15/2015T8:00:00TPM,08/15/2015T8:00:00TPM,W,5,27,32,Patna Pirates,6,U Mumba,5
2,110,Match 49,League,2015,Kanteerava Indoor Stadium,Bengaluru Bulls beat Telugu Titans (43-29),08/15/2015T9:00:00TPM,08/15/2015T9:00:00TPM,W,14,43,29,Bengaluru Bulls,1,Telugu Titans,8
2,111,Match 50,League,2015,Shree Shiv Chhatrapati Sports Complex,Puneri Paltan beat Dabang Delhi (33-28),08/16/2015T8:00:00TPM,08/16/2015T8:00:00TPM,W,5,33,28,Puneri Paltan,7,Dabang Delhi,2
2,112,Match 51,League,2015,Shree Shiv Chhatrapati Sports Complex,Bengal Warriors beat Jaipur Pink Panthers (39-38),08/16/2015T9:00:00TPM,08/16/2015T9:00:00TPM,W,1,38,39,Jaipur Pink Panthers,3,Bengal Warriors,4
2,113,Match 52,League,2015,Shree Shiv Chhatrapati Sports Complex,U Mumba beat Puneri Paltan (39-34),08/17/2015T8:00:00TPM,08/17/2015T8:00:00TPM,W,5,34,39,Puneri Paltan,7,U Mumba,5
2,114,Match 53,League,2015,Shree Shiv Chhatrapati Sports Complex,Telugu Titans beat U Mumba (46-25),08/18/2015T8:00:00TPM,08/18/2015T8:00:00TPM,W,21,25,46,U Mumba,5,Telugu Titans,8
2,115,Match 54,League,2015,Shree Shiv Chhatrapati Sports Complex,Patna Pirates beat Puneri Paltan (38-21),08/18/2015T9:00:00TPM,08/18/2015T9:00:00TPM,W,17,21,38,Puneri Paltan,7,Patna Pirates,6
2,116,Match 55,League,2015,Shree Shiv Chhatrapati Sports Complex,Patna Pirates beat Jaipur Pink Panthers (26-24),08/19/2015T8:00:00TPM,08/19/2015T8:00:00TPM,W,2,26,24,Patna Pirates,6,Jaipur Pink Panthers,3
2,117,Match 56,League,2015,Shree Shiv Chhatrapati Sports Complex,Bengaluru Bulls beat Puneri Paltan (31-30),08/19/2015T9:00:00TPM,08/19/2015T9:00:00TPM,W,1,30,31,Puneri Paltan,7,Bengaluru Bulls,1
2,118,Semi-Final 1,Semi Final,2015,"Dome,Nsci,Svp Stadium,Mumbai",Bengaluru Bulls beat Telugu Titans (39-38),08/21/2015T8:00:00TPM,08/21/2015T8:00:00TPM,W,1,38,39,Telugu Titans,8,Bengaluru Bulls,1
2,119,Semi-Final 2,Semi Final,2015,"Dome,Nsci,Svp Stadium,Mumbai",U Mumba beat Patna Pirates (35-18),08/21/2015T9:00:00TPM,08/21/2015T9:00:00TPM,W,17,35,18,U Mumba,5,Patna Pirates,6
2,120,3/4 Place,Super Playoffs,2015,"Dome,Nsci,Svp Stadium,Mumbai",Telugu Titans beat Patna Pirates (34-26),08/23/2015T8:00:00TPM,08/23/2015T8:00:00TPM,W,8,26,34,Patna Pirates,6,Telugu Titans,8
2,121,Final,Final,2015,"Dome,Nsci,Svp Stadium,Mumbai",U Mumba beat Bengaluru Bulls (36-30),08/23/2015T9:00:00TPM,08/23/2015T9:00:00TPM,W,6,36,30,U Mumba,5,Bengaluru Bulls,1
3,122,Match 1,League,2016,Rajiv Gandhi Indoor Stadium,U Mumba beat Telugu Titans (27-25),01/30/2016T8:00:00TPM,01/30/2016T8:00:00TPM,W,2,25,27,Telugu Titans,8,U Mumba,5
3,123,Match 2,League,2016,Rajiv Gandhi Indoor Stadium,Bengaluru Bulls beat Dabang Delhi (35-29),01/30/2016T9:00:00TPM,01/30/2016T9:00:00TPM,W,6,29,35,Dabang Delhi,2,Bengaluru Bulls,1
3,124,Match 3,League,2016,Rajiv Gandhi Indoor Stadium,Jaipur Pink Panthers beat U Mumba (27-18),01/31/2016T8:00:00TPM,01/31/2016T8:00:00TPM,W,9,27,18,Jaipur Pink Panthers,3,U Mumba,5
3,125,Match 4,League,2016,Rajiv Gandhi Indoor Stadium,Telugu Titans beat Puneri Paltan (27-26),01/31/2016T9:00:00TPM,01/31/2016T9:00:00TPM,W,1,27,26,Telugu Titans,8,Puneri Paltan,7
3,126,Match 5,League,2016,Rajiv Gandhi Indoor Stadium,Patna Pirates beat Jaipur Pink Panthers (29-28),02/01/2016T8:00:00TPM,02/01/2016T8:00:00TPM,W,1,29,28,Patna Pirates,6,Jaipur Pink Panthers,3
3,127,Match 6,League,2016,Rajiv Gandhi Indoor Stadium,Telugu Titans beat Dabang Delhi (45-34),02/01/2016T9:00:00TPM,02/01/2016T9:00:00TPM,W,11,45,34,Telugu Titans,8,Dabang Delhi,2
3,128,Match 7,League,2016,Rajiv Gandhi Indoor Stadium,Bengal Warriors beat Telugu Titans (25-17),02/02/2016T8:00:00TPM,02/02/2016T8:00:00TPM,W,8,17,25,Telugu Titans,8,Bengal Warriors,4
3,129,Match 8,League,2016,Kanteerava Indoor Stadium,Patna Pirates beat Bengaluru Bulls (33-24),02/03/2016T8:00:00TPM,02/03/2016T8:00:00TPM,W,9,24,33,Bengaluru Bulls,1,Patna Pirates,6
3,130,Match 9,League,2016,Kanteerava Indoor Stadium,Puneri Paltan beat Dabang Delhi (38-20),02/03/2016T9:00:00TPM,02/03/2016T9:00:00TPM,W,18,20,38,Dabang Delhi,2,Puneri Paltan,7
3,131,Match 10,League,2016,Kanteerava Indoor Stadium,Bengal Warriors beat Bengaluru Bulls (34-24),02/04/2016T8:00:00TPM,02/04/2016T8:00:00TPM,W,10,24,34,Bengaluru Bulls,1,Bengal Warriors,4
3,132,Match 11,League,2016,Kanteerava Indoor Stadium,U Mumba beat Dabang Delhi (30-17),02/05/2016T8:00:00TPM,02/05/2016T8:00:00TPM,W,13,17,30,Dabang Delhi,2,U Mumba,5
3,133,Match 12,League,2016,Kanteerava Indoor Stadium,Bengaluru Bulls beat Jaipur Pink Panthers (36-26),02/05/2016T9:00:00TPM,02/05/2016T9:00:00TPM,W,10,36,26,Bengaluru Bulls,1,Jaipur Pink Panthers,3
3,134,Match 13,League,2016,Kanteerava Indoor Stadium,Patna Pirates beat U Mumba (40-26),02/06/2016T8:00:00TPM,02/06/2016T8:00:00TPM,W,14,26,40,U Mumba,5,Patna Pirates,6
3,135,Match 14,League,2016,Kanteerava Indoor Stadium,Telugu Titans beat Bengaluru Bulls (35-26),02/06/2016T9:00:00TPM,02/06/2016T9:00:00TPM,W,9,26,35,Bengaluru Bulls,1,Telugu Titans,8
3,136,Match 15,League,2016,Netaji Indoor Stadium,Bengal Warriors beat Puneri Paltan (33-28),02/07/2016T8:00:00TPM,02/07/2016T8:00:00TPM,W,5,33,28,Bengal Warriors,4,Puneri Paltan,7
3,137,Match 16,League,2016,Netaji Indoor Stadium,Jaipur Pink Panthers beat Dabang Delhi (39-34),02/07/2016T9:00:00TPM,02/07/2016T9:00:00TPM,W,5,39,34,Jaipur Pink Panthers,3,Dabang Delhi,2
3,138,Match 17,League,2016,Netaji Indoor Stadium,Patna Pirates beat Telugu Titans (29-25),02/08/2016T8:00:00TPM,02/08/2016T8:00:00TPM,W,4,29,25,Patna Pirates,6,Telugu Titans,8
3,139,Match 18,League,2016,Netaji Indoor Stadium,Bengal Warriors beat Dabang Delhi (34-17),02/08/2016T9:00:00TPM,02/08/2016T9:00:00TPM,W,17,34,17,Bengal Warriors,4,Dabang Delhi,2
3,140,Match 19,League,2016,Netaji Indoor Stadium,Patna Pirates beat Bengal Warriors (36-31),02/09/2016T8:00:00TPM,02/09/2016T8:00:00TPM,W,5,31,36,Bengal Warriors,4,Patna Pirates,6
3,141,Match 20,League,2016,Netaji Indoor Stadium,U Mumba beat Bengaluru Bulls (29-28),02/10/2016T8:00:00TPM,02/10/2016T8:00:00TPM,W,1,29,28,U Mumba,5,Bengaluru Bulls,1
3,142,Match 21,League,2016,Netaji Indoor Stadium,Bengal Warriors beat Jaipur Pink Panthers (34-20),02/10/2016T9:00:00TPM,02/10/2016T9:00:00TPM,W,14,34,20,Bengal Warriors,4,Jaipur Pink Panthers,3
3,143,Match 22,League,2016,Shree Shiv Chhatrapati Sports Complex,Match Tied,02/11/2016T8:00:00TPM,02/11/2016T8:00:00TPM,Tied,0,30,30,Puneri Paltan,7,Patna Pirates,6
3,144,Match 23,League,2016,Shree Shiv Chhatrapati Sports Complex,Patna Pirates beat Dabang Delhi (47-34),02/12/2016T8:00:00TPM,02/12/2016T8:00:00TPM,W,13,47,34,Patna Pirates,6,Dabang Delhi,2
3,145,Match 24,League,2016,Shree Shiv Chhatrapati Sports Complex,Match Tied,02/12/2016T9:00:00TPM,02/12/2016T9:00:00TPM,Tied,0,32,32,Puneri Paltan,7,Jaipur Pink Panthers,3
3,146,Match 25,League,2016,Shree Shiv Chhatrapati Sports Complex,Telugu Titans beat Jaipur Pink Panthers (27-25),02/13/2016T8:00:00TPM,02/13/2016T8:00:00TPM,W,2,25,27,Jaipur Pink Panthers,3,Telugu Titans,8
3,147,Match 26,League,2016,Shree Shiv Chhatrapati Sports Complex,U Mumba beat Puneri Paltan (29-27),02/13/2016T9:00:00TPM,02/13/2016T9:00:00TPM,W,2,27,29,Puneri Paltan,7,U Mumba,5
3,148,Match 27,League,2016,Shree Shiv Chhatrapati Sports Complex,U Mumba beat Bengal Warriors (32-21),02/14/2016T8:00:00TPM,02/14/2016T8:00:00TPM,W,11,32,21,U Mumba,5,Bengal Warriors,4
3,149,Match 28,League,2016,Shree Shiv Chhatrapati Sports Complex,Puneri Paltan beat Bengaluru Bulls (29-27),02/14/2016T9:00:00TPM,02/14/2016T9:00:00TPM,W,2,29,27,Puneri Paltan,7,Bengaluru Bulls,1
3,150,Match 29,League,2016,Patliputra Indoor Stadium,Patna Pirates beat Bengal Warriors (32-27),02/16/2016T8:00:00TPM,02/16/2016T8:00:00TPM,W,5,32,27,Patna Pirates,6,Bengal Warriors,4
3,151,Match 30,League,2016,Patliputra Indoor Stadium,Jaipur Pink Panthers beat Telugu Titans (35-26),02/16/2016T9:30:00TPM,02/16/2016T9:30:00TPM,W,9,26,35,Telugu Titans,8,Jaipur Pink Panthers,3
3,152,Match 31,League,2016,Patliputra Indoor Stadium,Patna Pirates beat Bengaluru Bulls (36-32),02/17/2016T8:00:00TPM,02/17/2016T8:00:00TPM,W,4,36,32,Patna Pirates,6,Bengaluru Bulls,1
3,153,Match 32,League,2016,Patliputra Indoor Stadium,Dabang Delhi beat Bengaluru Bulls (35-21),02/18/2016T8:00:00TPM,02/18/2016T8:00:00TPM,W,14,21,35,Bengaluru Bulls,1,Dabang Delhi,2
3,154,Match 33,League,2016,Patliputra Indoor Stadium,Match Tied,02/18/2016T9:00:00TPM,02/18/2016T9:00:00TPM,Tied,0,28,28,Patna Pirates,6,Puneri Paltan,7
3,155,Match 34,League,2016,Patliputra Indoor Stadium,Bengal Warriors beat Telugu Titans (32-28),02/19/2016T8:00:00TPM,02/19/2016T8:00:00TPM,W,4,32,28,Bengal Warriors,4,Telugu Titans,8
3,156,Match 35,League,2016,Patliputra Indoor Stadium,U Mumba beat Patna Pirates (34-28),02/19/2016T9:00:00TPM,02/19/2016T9:00:00TPM,W,6,28,34,Patna Pirates,6,U Mumba,5
3,157,Match 36,League,2016,Sawai Mansingh Stadium,Jaipur Pink Panthers beat Bengaluru Bulls (30-21),02/20/2016T8:00:00TPM,02/20/2016T8:00:00TPM,W,9,30,21,Jaipur Pink Panthers,3,Bengaluru Bulls,1
3,158,Match 37,League,2016,Sawai Mansingh Stadium,Puneri Paltan beat Dabang Delhi (32-22),02/20/2016T9:00:00TPM,02/20/2016T9:00:00TPM,W,10,32,22,Puneri Paltan,7,Dabang Delhi,2
3,159,Match 38,League,2016,Sawai Mansingh Stadium,Telugu Titans beat Bengaluru Bulls (40-22),02/21/2016T8:00:00TPM,02/21/2016T8:00:00TPM,W,18,40,22,Telugu Titans,8,Bengaluru Bulls,1
3,160,Match 39,League,2016,Sawai Mansingh Stadium,Puneri Paltan beat Jaipur Pink Panthers (33-18),02/21/2016T9:00:00TPM,02/21/2016T9:00:00TPM,W,15,18,33,Jaipur Pink Panthers,3,Puneri Paltan,7
3,161,Match 40,League,2016,Sawai Mansingh Stadium,Bengal Warriors beat Jaipur Pink Panthers (34-18),02/22/2016T8:00:00TPM,02/22/2016T8:00:00TPM,W,16,18,34,Jaipur Pink Panthers,3,Bengal Warriors,4
3,162,Match 41,League,2016,Sawai Mansingh Stadium,U Mumba beat Bengal Warriors (30-17),02/23/2016T8:00:00TPM,02/23/2016T8:00:00TPM,W,13,17,30,Bengal Warriors,4,U Mumba,5
3,163,Match 42,League,2016,Sawai Mansingh Stadium,Patna Pirates beat Jaipur Pink Panthers (47-24),02/23/2016T9:00:00TPM,02/23/2016T9:00:00TPM,W,23,24,47,Jaipur Pink Panthers,3,Patna Pirates,6
3,164,Match 43,League,2016,Thyagaraj Indoor Stadium,Telugu Titans beat Dabang Delhi (44-36),02/24/2016T8:00:00TPM,02/24/2016T8:00:00TPM,W,8,36,44,Dabang Delhi,2,Telugu Titans,8
3,165,Match 44,League,2016,Thyagaraj Indoor Stadium,U Mumba beat Bengaluru Bulls (39-18),02/25/2016T8:00:00TPM,02/25/2016T8:00:00TPM,W,21,18,39,Bengaluru Bulls,1,U Mumba,5
3,166,Match 45,League,2016,Thyagaraj Indoor Stadium,Patna Pirates beat Dabang Delhi (67-34),02/25/2016T9:00:00TPM,02/25/2016T9:00:00TPM,W,33,34,67,Dabang Delhi,2,Patna Pirates,6
